Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
31,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
32,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
33,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
34,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
35,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
38,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
39,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
40,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
41,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
42,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
43,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
45,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
46,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
47,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
48,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
49,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
51,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
52,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
54,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
56,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
57,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
58,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
59,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
61,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
62,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
63,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
64,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
65,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
66,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
67,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
68,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
69,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
70,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
74,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
75,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
76,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
80,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
81,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
82,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
83,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
85,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
86,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
87,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
88,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
89,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
90,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
91,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
