Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
77,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
78,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
79,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
80,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
81,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
82,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
83,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
84,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
85,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
88,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
90,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
91,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
